indexx0,x1,layer,weight,rho,delta,nh,isSeed,clusterId
61480,154.59,-120.03,61,1,23.5,999,-1,0,-1
61481,-65.75,76.17,61,1,27,999,-1,1,13040
61482,118.51,-94.09,61,1,19.5,999,-1,0,-1
61483,-84.73,4.17,61,1,22,999,-1,0,-1
61484,108.35,-47.3,61,1,15,999,-1,0,-1
61485,96.25,-25.38,61,1,12.5,999,-1,0,-1
61486,40.13,55.53,61,1,2,999,-1,0,-1
61487,-42.36,78.47,61,1,20,999,-1,0,-1
61488,-69.67,-22.77,61,1,23,999,-1,0,-1
61489,-102.73,24.43,61,1,23.5,999,-1,0,-1
61490,-101.88,121.77,61,1,24.5,999,-1,0,-1
61491,-14.21,68.43,61,1,5,999,-1,0,-1
61492,-52.82,56.96,61,1,20,999,-1,0,-1
61493,137.07,-108.64,61,1,28.5,999,-1,1,13041
61494,-123.13,37.73,61,1,20.5,999,-1,0,-1
61495,174,-152.58,61,1,23,999,-1,0,-1
61496,-118.48,12.97,61,1,15.5,999,-1,0,-1
61497,-183.82,112.79,61,1,4.5,999,-1,0,-1
61498,173.6,-141.03,61,1,24.5,999,-1,0,-1
61499,-51.19,50.57,61,1,18,999,-1,0,-1
61500,177.5,-164.22,61,1,18.5,999,-1,0,-1
61501,-86.02,112.42,61,1,29.5,999,-1,1,13042
61502,-78.62,99.52,61,1,28.5,999,-1,1,13043
61503,150.54,-99.62,61,1,25,999,-1,1,13044
61504,-60.22,-13.55,61,1,11.5,999,-1,0,-1
61505,-71.52,106.45,61,1,27,999,-1,1,13045
61506,-103.24,-7.88,61,1,24,999,-1,0,-1
61507,-117.26,26.03,61,1,21,999,-1,0,-1
61508,-48.51,-76.13,61,1,11.5,999,-1,0,-1
61509,-52.68,36.63,61,1,9,999,-1,0,-1
61510,-54.23,79.47,61,1,31.5,999,-1,1,13046
61511,-78.47,-31.48,61,1,26,999,-1,1,13047
61512,-152.82,213.11,61,1,2.5,999,-1,0,-1
61513,135.09,-102.53,61,1,30.5,999,-1,1,13048
61514,-58.77,57.72,61,1,18,999,-1,0,-1
61515,91.86,-44.34,61,1,16.5,999,-1,0,-1
61516,80.26,-14.57,61,1,11,999,-1,0,-1
61517,164,-135.47,61,1,26,999,-1,1,13049
61518,136.72,-91.99,61,1,31,999,-1,1,13050
61519,-59.18,-48.78,61,1,23.5,999,-1,0,-1
61520,-29.75,-100.71,61,1,8,999,-1,0,-1
61521,-47.91,79.03,61,1,27,999,-1,1,13051
61522,-55.22,-48.62,61,1,21,999,-1,0,-1
61523,122.94,-70.95,61,1,22,999,-1,0,-1
61524,-97.64,107.71,61,1,21,999,-1,0,-1
61525,-21.49,-102.19,61,1,8.5,999,-1,0,-1
61526,-124.98,191.59,61,1,5,999,-1,0,-1
61527,77.87,-17.83,61,1,10.5,999,-1,0,-1
61528,172.05,-129.63,61,1,21.5,999,-1,0,-1
61529,136.92,-127.1,61,1,12,999,-1,0,-1
61530,90.48,-24.17,61,1,12.5,999,-1,0,-1
61531,172.32,-128.93,61,1,21,999,-1,0,-1
61532,-147.2,70.7,61,1,9.5,999,-1,0,-1
61533,-176.37,93.61,61,1,4,999,-1,0,-1
61534,160.25,-153.5,61,1,21.5,999,-1,0,-1
61535,-39.49,51.25,61,1,23.5,999,-1,0,-1
61536,198.58,-179.79,61,1,14,999,-1,0,-1
61537,152.48,-127.19,61,1,23,999,-1,0,-1
61538,-38.6,38.92,61,1,18,999,-1,0,-1
61539,201.67,-204.94,61,1,6,999,-1,0,-1
61540,-96.05,119.25,61,1,25.5,999,-1,1,13052
61541,-73.91,60.36,61,1,9,999,-1,0,-1
61542,73.92,-26.84,61,1,8.5,999,-1,0,-1
61543,-90.84,1.38,61,1,27.5,999,-1,1,13053
61544,-173.01,111.77,61,1,6.5,999,-1,0,-1
61545,170.26,-162.94,61,1,16.5,999,-1,0,-1
61546,-73.88,80.6,61,1,24.5,999,-1,0,-1
61547,132.31,-89.97,61,1,30.5,999,-1,1,13054
61548,93.18,-50.49,61,1,15.5,999,-1,0,-1
61549,33.68,-8.91,61,1,1.5,999,-1,0,-1
61550,-66.97,74.23,61,1,21.5,999,-1,0,-1
61551,103.98,-53.21,61,1,20,999,-1,0,-1
61552,-58.1,-60.44,61,1,16.5,999,-1,0,-1
61553,-3.85,13.16,61,1,12,999,-1,0,-1
61554,163.72,-119.44,61,1,20,999,-1,0,-1
61555,-152.14,88.24,61,1,7.5,999,-1,0,-1
61556,-85.56,3.01,61,1,22,999,-1,0,-1
61557,46.08,36.47,61,1,2,999,-1,0,-1
61558,-110.59,9.06,61,1,21.5,999,-1,0,-1
61559,145.88,-97.93,61,1,28.5,999,-1,1,13055
61560,-31.35,36.26,61,1,19,999,-1,0,-1
61561,189.49,-173.21,61,1,17,999,-1,0,-1
61562,-111.47,-11.17,61,1,12,999,-1,0,-1
61563,-111.62,-11.33,61,1,12,999,-1,0,-1
61564,150.57,-110.34,61,1,26.5,999,-1,1,13056
61565,-64.06,83.8,61,1,28,999,-1,1,13057
61566,109.91,-74.26,61,1,25,999,-1,1,13058
61567,100.64,-61.97,61,1,20.5,999,-1,0,-1
61568,159.73,-161.61,61,1,9,999,-1,0,-1
61569,154.11,-138.62,61,1,22,999,-1,0,-1
61570,120.49,-89.76,61,1,30,999,-1,1,13059
61571,-74.06,-25.02,61,1,26.5,999,-1,1,13060
61572,-38.62,-75.08,61,1,9.5,999,-1,0,-1
61573,-84.35,-22.69,61,1,25.5,999,-1,1,13061
61574,-61.25,-33.28,61,1,25.5,999,-1,1,13062
61575,-79.76,-11.46,61,1,25.5,999,-1,1,13063
61576,-39.34,-96.07,61,1,8,999,-1,0,-1
61577,-29.05,-19.38,61,1,2,999,-1,0,-1
61578,-28.63,-37.62,61,1,2,999,-1,0,-1
61579,71.17,8.43,61,1,3,999,-1,0,-1
61580,146.56,-145.11,61,1,10,999,-1,0,-1
61581,-78.49,-1.3,61,1,18.5,999,-1,0,-1
61582,-89.83,-18.36,61,1,23,999,-1,0,-1
61583,-124.96,159.64,61,1,10.5,999,-1,0,-1
61584,112.78,-73.73,61,1,26,999,-1,1,13064
61585,-31,30.29,61,1,15.5,999,-1,0,-1
61586,-151.39,199.88,61,1,3,999,-1,0,-1
61587,-122.25,11.41,61,1,10,999,-1,0,-1
61588,-49.9,83.41,61,1,26.5,999,-1,1,13065
61589,91.16,-63.27,61,1,14,999,-1,0,-1
61590,-89.64,122.98,61,1,30.5,999,-1,1,13066
61591,161.75,-154.01,61,1,22.5,999,-1,0,-1
61592,-48.19,-85.7,61,1,9,999,-1,0,-1
61593,-137.39,65.63,61,1,9,999,-1,0,-1
61594,-35.86,60.71,61,1,23,999,-1,0,-1
61595,152.14,-86.66,61,1,15,999,-1,0,-1
61596,-66.96,117.06,61,1,16.5,999,-1,0,-1
61597,-62.77,-54.4,61,1,19.5,999,-1,0,-1
61598,137.4,-90.31,61,1,29.5,999,-1,1,13067
61599,-31.27,44.23,61,1,22,999,-1,0,-1
61600,167.12,-153.78,61,1,23.5,999,-1,0,-1
61601,-26.57,33.74,61,1,16.5,999,-1,0,-1
61602,-8.69,-103.28,61,1,6,999,-1,0,-1
61603,-25.98,-94.85,61,1,10.5,999,-1,0,-1
61604,-52.38,-34.95,61,1,19.5,999,-1,0,-1
61605,-62.09,88.46,61,1,29.5,999,-1,1,13068
61606,-55.55,68.87,61,1,25.5,999,-1,1,13069
61607,-95.75,108.8,61,1,20.5,999,-1,0,-1
61608,-59.87,-46.95,61,1,23.5,999,-1,0,-1
61609,28.82,-37.82,61,1,2,999,-1,0,-1
61610,-69.63,-36.63,61,1,28,999,-1,1,13070
61611,-47.36,-46.5,61,1,18.5,999,-1,0,-1
61612,-55.04,81.33,61,1,29.5,999,-1,1,13071
61613,-31.69,63.37,61,1,18,999,-1,0,-1
61614,-134.48,88.91,61,1,3.5,999,-1,0,-1
61615,-51.13,-32.86,61,1,18,999,-1,0,-1
61616,0.97,-114.74,61,1,3.5,999,-1,0,-1
61617,-55.87,76.23,61,1,31,999,-1,1,13072
61618,73.02,-28.55,61,1,8.5,999,-1,0,-1
61619,135.46,-95.24,61,1,29.5,999,-1,1,13073
61620,-120.34,151.5,61,1,11.5,999,-1,0,-1
61621,113.55,-43.81,61,1,11,999,-1,0,-1
61622,-68.01,71.31,61,1,20,999,-1,0,-1
61623,156.49,-139.51,61,1,24,999,-1,0,-1
61624,111.58,-51.35,61,1,17,999,-1,0,-1
61625,-24.77,62.72,61,1,14,999,-1,0,-1
61626,-64.78,-45.07,61,1,25,999,-1,1,13074
61627,155.79,-138.62,61,1,24,999,-1,0,-1
61628,99.85,-71.79,61,1,16,999,-1,0,-1
61629,190.25,-120.58,61,1,3.5,999,-1,0,-1
61630,-63.49,102.82,61,1,20.5,999,-1,0,-1
61631,230,-199.27,61,1,4,999,-1,0,-1
61632,-63.56,110.43,61,1,19.5,999,-1,0,-1
61633,-110.52,45.27,61,1,16.5,999,-1,0,-1
61634,-72.15,81.99,61,1,25,999,-1,1,13075
61635,-66.18,-31.73,61,1,27,999,-1,1,13076
61636,-120.88,6.9,61,1,8,999,-1,0,-1
61637,-128.22,192.1,61,1,4.5,999,-1,0,-1
61638,70.05,-15.09,61,1,8.5,999,-1,0,-1
61639,-80.07,-36.27,61,1,18,999,-1,0,-1
61640,162.82,-159.14,61,1,14.5,999,-1,0,-1
61641,-62.81,-28.34,61,1,25.5,999,-1,1,13077
61642,-80.6,-34.77,61,1,22,999,-1,0,-1
61643,140.63,-107.03,61,1,29.5,999,-1,1,13078
61644,-84.64,113.85,61,1,30.5,999,-1,1,13079
61645,-81.29,-41.67,61,1,16,999,-1,0,-1
61646,170.95,-133.09,61,1,24.5,999,-1,0,-1
61647,96.8,-67.76,61,1,17,999,-1,0,-1
61648,150.69,-100.77,61,1,26,999,-1,1,13080
61649,136.52,-82.59,61,1,23.5,999,-1,0,-1
61650,-53.88,-93.49,61,1,5,999,-1,0,-1
61651,111.88,-72.34,61,1,25.5,999,-1,1,13081
61652,-22.19,54.98,61,1,16.5,999,-1,0,-1
61653,-230,183.55,61,1,1,999,-1,0,-1
61654,-14.6,-88.63,61,1,8.5,999,-1,0,-1
61655,-106.76,31.56,61,1,22.5,999,-1,0,-1
61656,-15.52,-103.58,61,1,7,999,-1,0,-1
61657,-120.85,125.69,61,1,7.5,999,-1,0,-1
61658,-66.32,-35.5,61,1,26.5,999,-1,1,13082
61659,-52.16,-34.61,61,1,18.5,999,-1,0,-1
61660,-82.97,-17.03,61,1,24,999,-1,0,-1
61661,203.35,-169.41,61,1,10,999,-1,0,-1
61662,-112.11,49.06,61,1,16,999,-1,0,-1
61663,-113.16,37.12,61,1,21.5,999,-1,0,-1
61664,-138.47,46.45,61,1,12,999,-1,0,-1
61665,-44.06,64.05,61,1,26.5,999,-1,1,13083
61666,94.22,-20.92,61,1,10,999,-1,0,-1
61667,-84.75,133.21,61,1,16.5,999,-1,0,-1
61668,140.41,-104.58,61,1,29.5,999,-1,1,13084
61669,-35.76,58.94,61,1,21.5,999,-1,0,-1
61670,102.94,-82.95,61,1,12,999,-1,0,-1
61671,98.02,-43.68,61,1,16,999,-1,0,-1
61672,80.86,-34.46,61,1,13,999,-1,0,-1
61673,-78.36,84.35,61,1,19,999,-1,0,-1
61674,-55.8,-55.98,61,1,18,999,-1,0,-1
61675,-19.77,38.46,61,1,18.5,999,-1,0,-1
61676,-56.48,90.24,61,1,26,999,-1,1,13085
61677,-47.92,-46.33,61,1,18.5,999,-1,0,-1
61678,126.97,-104.45,61,1,24,999,-1,0,-1
61679,149.97,-123.69,61,1,22,999,-1,0,-1
61680,217.48,-230,61,1,4.5,999,-1,0,-1
61681,-111.73,15.25,61,1,24.5,999,-1,0,-1
61682,220.9,-201.19,61,1,6,999,-1,0,-1
61683,-88.85,132.39,61,1,19.5,999,-1,0,-1
61684,-86.15,106.06,61,1,29,999,-1,1,13086
61685,92.93,-65.32,61,1,14.5,999,-1,0,-1
61686,-171.52,209.65,61,1,1,999,-1,0,-1
61687,-100,80.77,61,1,3.5,999,-1,0,-1
61688,-95.4,116.31,61,1,25.5,999,-1,1,13087
61689,-71.94,113.1,61,1,22,999,-1,0,-1
61690,-142.19,32.59,61,1,7.5,999,-1,0,-1
61691,-83.05,108.05,61,1,30,999,-1,1,13088
61692,-23.45,66.67,61,1,12,999,-1,0,-1
61693,-148.55,23.53,61,1,3,999,-1,0,-1
61694,-105.85,135.05,61,1,15.5,999,-1,0,-1
61695,138.18,-113.96,61,1,27,999,-1,1,13089
61696,-64.06,67.83,61,1,21,999,-1,0,-1
61697,-106.38,131.95,61,1,16,999,-1,0,-1
61698,-56.06,84.46,61,1,28.5,999,-1,1,13090
61699,132.29,-84.23,61,1,26.5,999,-1,1,13091
61700,124.26,-93.76,61,1,25.5,999,-1,1,13092
61701,-95.47,115.94,61,1,25.5,999,-1,1,13093
61702,-23.53,41.16,61,1,18,999,-1,0,-1
61703,-180.7,104.93,61,1,5,999,-1,0,-1
61704,-85.8,-5.25,61,1,26.5,999,-1,1,13094
61705,-26.73,24.85,61,1,13.5,999,-1,0,-1
61706,-64.89,75.58,61,1,29.5,999,-1,1,13095
61707,-60.87,-13.2,61,1,11,999,-1,0,-1
61708,-163.87,79.32,61,1,7.5,999,-1,0,-1
61709,-86.86,-31.41,61,1,18.5,999,-1,0,-1
61710,-86.37,0.81,61,1,25.5,999,-1,1,13096
61711,-33.64,65.19,61,1,21.5,999,-1,0,-1
61712,-63.19,-24.4,61,1,20,999,-1,0,-1
61713,-87.67,81.67,61,1,10,999,-1,0,-1
61714,-117.32,43.72,61,1,19.5,999,-1,0,-1
61715,181.99,-158.02,61,1,21,999,-1,0,-1
61716,178.13,-145.21,61,1,22,999,-1,0,-1
61717,100.96,-60.54,61,1,20.5,999,-1,0,-1
61718,-82.04,-40.82,61,1,16,999,-1,0,-1
61719,191.11,-168.86,61,1,16.5,999,-1,0,-1
61720,-17.33,24.84,61,1,15.5,999,-1,0,-1
61721,-52.94,62.23,61,1,26.5,999,-1,1,13097
61722,-61.04,70.29,61,1,23.5,999,-1,0,-1
61723,199.62,-184.85,61,1,11,999,-1,0,-1
61724,-76.12,84.93,61,1,19,999,-1,0,-1
61725,-91.81,2.1,61,1,27,999,-1,1,13098
61726,202.68,-197,61,1,5.5,999,-1,0,-1
61727,118.1,-60.92,61,1,21,999,-1,0,-1
61728,180.8,-171.59,61,1,15.5,999,-1,0,-1
61729,-60.51,-39.4,61,1,27.5,999,-1,1,13099
61730,101.23,-55.43,61,1,21,999,-1,0,-1
61731,-105.51,118.75,61,1,17.5,999,-1,0,-1
61732,141.77,-104.55,61,1,28.5,999,-1,1,13100
61733,-91.11,99,61,1,19,999,-1,0,-1
61734,212.29,-207.81,61,1,6.5,999,-1,0,-1
61735,-112.13,37.14,61,1,21.5,999,-1,0,-1
61736,-38.06,-40.28,61,1,10,999,-1,0,-1
61737,143.4,-96.85,61,1,29.5,999,-1,1,13101
61738,-55.66,-26.84,61,1,17,999,-1,0,-1
61739,127.3,-85.59,61,1,28,999,-1,1,13102
61740,-154.24,200.73,61,1,3,999,-1,0,-1
61741,-118.65,39.96,61,1,20.5,999,-1,0,-1
61742,137.35,-79.21,61,1,20,999,-1,0,-1
61743,143.92,-114.36,61,1,28,999,-1,1,13103
61744,-91.14,-36.19,61,1,9.5,999,-1,0,-1
61745,-125.75,187.29,61,1,5.5,999,-1,0,-1
61746,-52.51,76.8,61,1,29.5,999,-1,1,13104
61747,-131.8,67.52,61,1,6.5,999,-1,0,-1
61748,-76.23,-17.92,61,1,23,999,-1,0,-1
61749,-112.15,114.59,61,1,11,999,-1,0,-1
61750,-59.25,115.82,61,1,9.5,999,-1,0,-1
61751,-69.61,-12.14,61,1,17,999,-1,0,-1
61752,-9.01,22.45,61,1,13.5,999,-1,0,-1
61753,164.25,-141.71,61,1,24.5,999,-1,0,-1
61754,-106.72,23.72,61,1,25,999,-1,1,13105
61755,-19.14,35.4,61,1,17,999,-1,0,-1
61756,-65.41,83.73,61,1,26.5,999,-1,1,13106
61757,-74.95,101.63,61,1,31,999,-1,1,13107
61758,99.73,-63.3,61,1,19,999,-1,0,-1
61759,-37.86,58.32,61,1,23,999,-1,0,-1
61760,85.31,-41.78,61,1,13,999,-1,0,-1
61761,152.76,-114.31,61,1,26.5,999,-1,1,13108
61762,-116.44,193.23,61,1,4.5,999,-1,0,-1
61763,137.08,-101.83,61,1,30.5,999,-1,1,13109
61764,-29.99,-114.9,61,1,5,999,-1,0,-1
61765,162.66,-132.59,61,1,24,999,-1,0,-1
61766,-59.23,80.73,61,1,31,999,-1,1,13110
61767,-43.39,-84.43,61,1,11,999,-1,0,-1
61768,-78.16,123.96,61,1,23.5,999,-1,0,-1
61769,-43.68,52.57,61,1,21.5,999,-1,0,-1
61770,146.5,-125.96,61,1,20,999,-1,0,-1
61771,-60.7,90.08,61,1,28,999,-1,1,13111
61772,-71.42,-40.14,61,1,22,999,-1,0,-1
61773,97.67,-64.23,61,1,18,999,-1,0,-1
61774,-138.64,68.28,61,1,8.5,999,-1,0,-1
61775,-79.87,119.4,61,1,27.5,999,-1,1,13112
61776,-70.35,110.17,61,1,22,999,-1,0,-1
61777,179.38,-129.53,61,1,15,999,-1,0,-1
61778,166.15,-152.37,61,1,23.5,999,-1,0,-1
61779,-131.54,62.85,61,1,10,999,-1,0,-1
61780,-103.64,12.99,61,1,25,999,-1,1,13113
61781,191.07,-172.27,61,1,17.5,999,-1,0,-1
61782,149.89,-130.69,61,1,16,999,-1,0,-1
61783,-63.5,81.92,61,1,29,999,-1,1,13114
61784,-98.48,14.71,61,1,23.5,999,-1,0,-1
61785,121.84,-73.47,61,1,23.5,999,-1,0,-1
61786,156,-142.19,61,1,22,999,-1,0,-1
61787,-97.83,-25.63,61,1,14.5,999,-1,0,-1
61788,169.83,-138.32,61,1,24,999,-1,0,-1
61789,158.93,-139.5,61,1,25.5,999,-1,1,13115
61790,-130.68,41.1,61,1,15,999,-1,0,-1
61791,75.04,-32.95,61,1,10,999,-1,0,-1
61792,79.52,-40.63,61,1,9,999,-1,0,-1
61793,137.08,-113.55,61,1,27,999,-1,1,13116
61794,-3.81,-132.23,61,1,4,999,-1,0,-1
61795,210.47,-189.61,61,1,7.5,999,-1,0,-1
61796,-104.51,8.46,61,1,27,999,-1,1,13117
61797,71.06,-65.54,61,1,2,999,-1,0,-1
61798,-84.66,-40.72,61,1,15.5,999,-1,0,-1
61799,219.78,-211.11,61,1,6,999,-1,0,-1
61800,-48.9,-99.97,61,1,4.5,999,-1,0,-1
61801,-99.26,8.75,61,1,27,999,-1,1,13118
61802,-110.91,106.6,61,1,9.5,999,-1,0,-1
61803,124.92,-79.6,61,1,29,999,-1,1,13119
61804,155.75,-128.57,61,1,27,999,-1,1,13120
61805,-111.06,-10.21,61,1,11.5,999,-1,0,-1
61806,-43.63,83.36,61,1,19,999,-1,0,-1
61807,133.68,-86.22,61,1,28.5,999,-1,1,13121
61808,-99.3,-12.69,61,1,21.5,999,-1,0,-1
61809,-38.62,61.58,61,1,25.5,999,-1,1,13122
61810,-101.98,116.36,61,1,22,999,-1,0,-1
61811,98.73,-79.06,61,1,14,999,-1,0,-1
61812,-64.02,79.15,61,1,27.5,999,-1,1,13123
61813,-76.26,-26.54,61,1,24.5,999,-1,0,-1
61814,-109.64,20.62,61,1,26.5,999,-1,1,13124
61815,-82.52,-39.98,61,1,17,999,-1,0,-1
61816,-92.24,9.42,61,1,23.5,999,-1,0,-1
61817,-124.75,38.94,61,1,21,999,-1,0,-1
61818,-128.37,30.44,61,1,15.5,999,-1,0,-1
61819,106.92,-72.13,61,1,25.5,999,-1,1,13125
61820,-34.46,26.45,61,1,15,999,-1,0,-1
61821,-133.63,42.85,61,1,15,999,-1,0,-1
61822,-22.32,-106.69,61,1,7,999,-1,0,-1
61823,201.2,-223.14,61,1,3,999,-1,0,-1
61824,120.92,-96.95,61,1,22,999,-1,0,-1
61825,-107.25,-36.15,61,1,2.5,999,-1,0,-1
61826,-157.83,67.13,61,1,5.5,999,-1,0,-1
61827,124.41,-86.95,61,1,30,999,-1,1,13126
61828,153.16,-93.45,61,1,19,999,-1,0,-1
61829,-73,-47.86,61,1,20.5,999,-1,0,-1
61830,-27.78,42.15,61,1,21,999,-1,0,-1
61831,63.24,11.7,61,1,2.5,999,-1,0,-1
61832,-124.29,70.71,61,1,6.5,999,-1,0,-1
61833,-79.66,2.71,61,1,15.5,999,-1,0,-1
61834,148.25,-115.06,61,1,24.5,999,-1,0,-1
61835,-114.24,53.92,61,1,12,999,-1,0,-1
61836,166.74,-168.46,61,1,13,999,-1,0,-1
61837,-47.15,75.85,61,1,29.5,999,-1,1,13127
61838,-54.25,-47.49,61,1,22.5,999,-1,0,-1
61839,-114.71,7.52,61,1,20.5,999,-1,0,-1
61840,120,-100.28,61,1,19,999,-1,0,-1
61841,192.81,-183.38,61,1,12,999,-1,0,-1
61842,-48,42.9,61,1,15,999,-1,0,-1
61843,115.63,-47.24,61,1,12.5,999,-1,0,-1
61844,-86.94,-1.02,61,1,25.5,999,-1,1,13128
61845,197.33,-179.55,61,1,14,999,-1,0,-1
61846,-49.06,-73.96,61,1,13.5,999,-1,0,-1
61847,-94.51,109.8,61,1,24.5,999,-1,0,-1
61848,53.21,-15.63,61,1,2,999,-1,0,-1
61849,101.74,-69.39,61,1,19.5,999,-1,0,-1
61850,55.74,-18.19,61,1,3,999,-1,0,-1
61851,220.95,-211.45,61,1,5.5,999,-1,0,-1
61852,-150.69,83.54,61,1,8.5,999,-1,0,-1
61853,-129.06,54.7,61,1,15.5,999,-1,0,-1
61854,-57.06,-25.33,61,1,18.5,999,-1,0,-1
61855,-130.06,46.46,61,1,15.5,999,-1,0,-1
61856,165.19,-147.48,61,1,24.5,999,-1,0,-1
61857,35.73,-33.54,61,1,3,999,-1,0,-1
61858,-35.47,34.09,61,1,14,999,-1,0,-1
61859,-181.59,117.76,61,1,5,999,-1,0,-1
61860,115.26,-87.22,61,1,24,999,-1,0,-1
61861,147.4,-102.5,61,1,27,999,-1,1,13129
61862,159.25,-143.8,61,1,23.5,999,-1,0,-1
61863,141.89,-116.42,61,1,25,999,-1,1,13130
61864,-19.78,51.15,61,1,17,999,-1,0,-1
61865,-42.2,82.83,61,1,18,999,-1,0,-1
61866,-25.79,26.56,61,1,16.5,999,-1,0,-1
61867,2.62,8.96,61,1,9.5,999,-1,0,-1
61868,-127.27,144.27,61,1,7.5,999,-1,0,-1
61869,-37.07,58.36,61,1,22.5,999,-1,0,-1
61870,-16.76,20.83,61,1,15,999,-1,0,-1
61871,208.11,-219.9,61,1,5,999,-1,0,-1
61872,-19.43,41.23,61,1,16,999,-1,0,-1
61873,-70.23,96.6,61,1,27,999,-1,1,13131
61874,-106.73,31.27,61,1,23,999,-1,0,-1
61875,-70.27,-28.62,61,1,27,999,-1,1,13132
61876,-69.85,-34.56,61,1,28,999,-1,1,13133
61877,-115.72,156.07,61,1,11.5,999,-1,0,-1
61878,-62.84,-56.79,61,1,17.5,999,-1,0,-1
61879,-99.89,-17.34,61,1,17.5,999,-1,0,-1
61880,142.89,-104.52,61,1,28.5,999,-1,1,13134
61881,119.78,-80.64,61,1,25,999,-1,1,13135
61882,-68.14,65.95,61,1,17.5,999,-1,0,-1
61883,81.4,-19.86,61,1,12,999,-1,0,-1
61884,-78.6,97.73,61,1,28.5,999,-1,1,13136
61885,-122.84,186.27,61,1,5.5,999,-1,0,-1
61886,-72.3,126.32,61,1,17,999,-1,0,-1
61887,-87.52,114.2,61,1,29.5,999,-1,1,13137
61888,-79.31,107.28,61,1,30.5,999,-1,1,13138
61889,208.23,-190.43,61,1,7.5,999,-1,0,-1
61890,-66.01,76.49,61,1,26.5,999,-1,1,13139
61891,94.41,-26.28,61,1,12.5,999,-1,0,-1
61892,-82.29,-24.14,61,1,27,999,-1,1,13140
61893,-97.49,149.32,61,1,13.5,999,-1,0,-1
61894,-27.08,38.73,61,1,17.5,999,-1,0,-1
61895,105.94,-67.41,61,1,24.5,999,-1,0,-1
61896,167.69,-92.98,61,1,5,999,-1,0,-1
61897,211.85,-219.4,61,1,5.5,999,-1,0,-1
61898,-134.07,155.09,61,1,7,999,-1,0,-1
61899,-50.15,-40.45,61,1,20.5,999,-1,0,-1
61900,44.01,-61.68,61,1,1,999,-1,0,-1
61901,52.36,25.76,61,1,2,999,-1,0,-1
61902,125.57,88.26,61,1,1,999,-1,0,-1
61903,183.77,14.83,61,1,1,999,-1,0,-1
61904,-109.74,-2.87,61,1,23,999,-1,0,-1
61905,-184.57,-46.87,61,1,1,999,-1,0,-1
61906,34.42,172.28,61,1,1,999,-1,0,-1
61907,217.08,-6.87,61,1,1,999,-1,0,-1
61908,177.13,-126.96,61,1,15.5,999,-1,0,-1
61909,69.31,-129.86,61,1,1,999,-1,0,-1
61910,-170.31,-200.17,61,1,1,999,-1,0,-1
61911,-193.65,103.88,61,1,3.5,999,-1,0,-1
61912,162.04,52.65,61,1,1,999,-1,0,-1
61913,-61.33,165.6,61,1,2,999,-1,0,-1
61914,127.75,30.64,61,1,1,999,-1,0,-1
61915,1.01,-14.19,61,1,5,999,-1,0,-1
61916,-133.25,-83.57,61,1,1,999,-1,0,-1
61917,211.3,45.73,61,1,1,999,-1,0,-1
61918,-58.32,172.37,61,1,2,999,-1,0,-1
61919,127.6,-99.3,61,1,25.5,999,-1,1,13141
61920,-214.47,59.04,61,1,1.5,999,-1,0,-1
61921,0.46,-197.55,61,1,1,999,-1,0,-1
61922,-66.3,-122.87,61,1,1,999,-1,0,-1
61923,-45.56,-129.41,61,1,1,999,-1,0,-1
61924,-226.38,76.71,61,1,1,999,-1,0,-1
61925,-23.03,-196.23,61,1,1,999,-1,0,-1
61926,195.42,183.78,61,1,1,999,-1,0,-1
61927,-27.82,146.4,61,1,1,999,-1,0,-1
61928,44.11,-95.74,61,1,1.5,999,-1,0,-1
61929,91.53,95.38,61,1,1,999,-1,0,-1
61930,-192.15,132.08,61,1,3.5,999,-1,0,-1
61931,-127.96,-46.82,61,1,1.5,999,-1,0,-1
61932,-68.66,-178.72,61,1,1,999,-1,0,-1
61933,-192.82,-183.15,61,1,1.5,999,-1,0,-1
61934,-203.91,-200.89,61,1,1,999,-1,0,-1
61935,200.27,-166.43,61,1,12,999,-1,0,-1
61936,149.04,184.05,61,1,1,999,-1,0,-1
61937,223.7,12.19,61,1,1,999,-1,0,-1
61938,-94.43,-147.94,61,1,1.5,999,-1,0,-1
61939,82.55,-73.11,61,1,6.5,999,-1,0,-1
61940,-108.18,-155.39,61,1,1.5,999,-1,0,-1
61941,-73.38,-212.5,61,1,1.5,999,-1,0,-1
61942,-126.2,120.69,61,1,5,999,-1,0,-1
61943,-166.17,18.55,61,1,1,999,-1,0,-1
61944,153.99,-2.08,61,1,1.5,999,-1,0,-1
61945,203.95,99.94,61,1,1.5,999,-1,0,-1
61946,159.99,212.82,61,1,1,999,-1,0,-1
61947,34.04,-106.46,61,1,1.5,999,-1,0,-1
61948,-207.45,139.97,61,1,2,999,-1,0,-1
61949,-7.73,-150.14,61,1,3,999,-1,0,-1
61950,72.18,102.72,61,1,1,999,-1,0,-1
61951,31.48,78.82,61,1,1.5,999,-1,0,-1
61952,-97.11,-98.03,61,1,1.5,999,-1,0,-1
61953,-133.77,104.44,61,1,1.5,999,-1,0,-1
61954,184.19,71.99,61,1,1,999,-1,0,-1
61955,171.77,180.51,61,1,1,999,-1,0,-1
61956,-137.24,-52,61,1,1.5,999,-1,0,-1
61957,127.02,206.97,61,1,1,999,-1,0,-1
61958,-54.22,10.32,61,1,3,999,-1,0,-1
61959,-27.48,-225.55,61,1,1,999,-1,0,-1
